Audience Segment,Audience1,Audience2,Audience3,Audience4,Audience5,Audience6,Audience7,Creative Size,Creative Messaging,Location,City,State,URL,Publisher,Exchange,Device Make,Impressions,Clicks,Viewable Impressions,Measurable Impressions,Conversions,Gross Cost,322,CPC  (Gross Cost/Clicks),CPA (Cost/Conversions),CPM,CVR (Conversion/Clicks),CTR (Clicks/Impressions),Viewability
US>Sociodemographic>PRIZM Premier Social>S2 The Affluentials,US,Sociodemographic,PRIZM Premier Social,S2 The Affluentials,,,,320x50,10% Discount - Ends 6/1,"Miami-Ft. Lauderdale,Florida",Miami-Ft. Lauderdale,Florida,whitepages.com,Whitepages,BidSwitch,Smartphone,"7,229.00",0,"1,428.00","5,759.00",1,"$1,859.04",,0,"$1,859.04",$257.16,0.00%,0.00%,24.80%
US>Brand Propensities>Pets>Petco Buyer Propensity,US,Brand Propensities,Pets,Petco Buyer Propensity,,,,300x250,Sign up Today - 10% Off,"Miami-Ft. Lauderdale,Florida",Miami-Ft. Lauderdale,Florida,collinsdictionary.com,Collinsdictionary,Google Ad Manager,Windows PC,"3,645.00",0,540.00,"3,103.00",2,"$1,852.80",,0,$926.40,$508.31,0.00%,0.00%,17.40%
OnAudience>Interest>Law & Government,OnAudience,Interest,Law & Government,,,,,320x50,Subscribe Today - 10% Discount,"Chicago,Illinois",Chicago,Illinois,retailmenot.com,Retailmenot,Google Ad Manager,Smartphone,"1,564.00",0,339.00,"1,244.00",21,"$1,834.41",,0,$87.35,"$1,172.90",0.00%,0.00%,27.25%
US>Sociodemographic>ConneXions Lifestage>Y1 Young and Wireless,US,Sociodemographic,ConneXions Lifestage,Y1 Young and Wireless,,,,300x250,Subscribe Today - 10% Discount,"West Palm Beach-Ft. Pierce,Florida",West Palm Beach-Ft. Pierce,Florida,dnschecker.org,Dnschecker,Google Ad Manager,Smartphone,70.00,0,28.00,62.00,3,"$1,833.12",,0,$611.04,"$26,187.40",0.00%,0.00%,45.16%
US>Brand Propensities>Telecom and Service Providers>Virgin Mobile Buyer Propensity,US,Brand Propensities,Telecom and Service Providers,Virgin Mobile Buyer Propensity,,,,300x250,Sign up Today - 10% Off,"San Francisco,California",San Francisco,California,totalprosports.com,Totalprosports,Sovrn,Windows PC,"3,719.00",0,"2,092.00","3,456.00",11,"$1,820.78",,0,$165.53,$489.59,0.00%,0.00%,60.53%
US>Interest Propensities>Insurance>Lincoln Heritage,US,Interest Propensities,Insurance,Lincoln Heritage,,,,320x50,Sign up Today - 10% Off,"New York City,New York",New York City,New York,weather.com,Weather,PubMatic,Smartphone,"61,848.00",0,"6,581.00","44,917.00",19,"$1,819.89",,0,$95.78,$29.43,0.00%,0.00%,14.65%
"US>Reach>Sociodemographic>Estimated Current Home Value>$160,000-$199,999",US,Reach,Sociodemographic,Estimated Current Home Value,"$160,000-$199,999",,,300x250,Subscribe Today - 10% Discount,"Chicago,Illinois",Chicago,Illinois,boattrader.com,Boattrader,Google Ad Manager,Smartphone,"13,132.00",0,"6,133.00","12,377.00",1,"$1,807.69",,0,"$1,807.69",$137.66,0.00%,0.00%,49.55%
US>Interest Propensities>Celebrities>Celebrity Fan Gossip,US,Interest Propensities,Celebrities,Celebrity Fan Gossip,,,,320x50,Subscribe Today - 10% Discount,"New York City,New York",New York City,New York,mlb.com,Mlb,Google Ad Manager,Smartphone,"10,012.00",0,"5,734.00","9,413.00",1,"$1,805.93",,0,"$1,805.93",$180.38,0.00%,0.00%,60.92%
US>Demographic>Household Income $50k+,US,Demographic,Household Income $50k+,,,,,300x50,10% Discount - Ends 6/1,"Nashville,Tennessee",Nashville,Tennessee,thesaurus.com,Thesaurus,Magnite DV+,Smartphone,"20,417.00",0,"1,016.00","13,468.00",2,"$1,805.60",,0,$902.80,$88.44,0.00%,0.00%,7.54%
OnAudience>Interest>Hobbies & Interests>Technology,OnAudience,Interest,Hobbies & Interests,Technology,,,,320x50,Subscribe Today - 10% Discount,"Los Angeles,California",Los Angeles,California,invoice-generator.com,Invoice-Generator,Google Ad Manager,Smartphone,764.00,0,628.00,674.00,8,"$1,804.22",,0,$225.53,"$2,361.55",0.00%,0.00%,93.18%
OnAudience>Interest>Science,OnAudience,Interest,Science,,,,,300x250,Sign up Now - 10% Off,"Ft. Wayne,Indiana",Ft. Wayne,Indiana,blesserhouse.com,Blesserhouse,BidSwitch,Smartphone,604.00,0,323.00,571.00,9,"$1,795.74",,0,$199.53,"$2,973.07",0.00%,0.00%,56.57%
Mobile - US>Subscribers>Old Phones>yes,Mobile - US,Subscribers,Old Phones,yes,,,,300x250,Sign up Today - 10% Off,"Orlando-Daytona Beach,Florida",Orlando-Daytona Beach,Florida,cnbc.com,Cnbc,Index Exchange,Smartphone,643.00,0,287.00,613.00,3,"$1,784.17",,0,$594.72,"$2,774.75",0.00%,0.00%,46.82%
Mobile - US>Food>Restaurant>Brand>Whataburger,Mobile - US,Food,Restaurant,Brand,Whataburger,,,320x50,Sign up Today - 10% Off,"San Francisco,California",San Francisco,California,greatschools.org,Greatschools,BidSwitch,Smartphone,68.00,0,4.00,10.00,2,"$1,783.64",,0,$891.82,"$26,230.03",0.00%,0.00%,40.00%
US>B2B>Business Title or Role>Manager>Senior Manager,US,B2B,Business Title or Role,Manager,Senior Manager,,,320x50,Sign up Now - 10% Off,"Orlando-Daytona Beach,Florida",Orlando-Daytona Beach,Florida,freecarrierlookup.com,Freecarrierlookup,Google Ad Manager,Smartphone,0.00,0,0.00,0.00,2,"$1,765.04",,0,$882.52,0,0.00%,0.00%,0.00%
US Financial>Likely In Market Timing>Not At All Likely to Purchase>Second House/Residence In The Next Year (Financial),US Financial,Likely In Market Timing,Not At All Likely to Purchase,Second House/Residence In The Next Year (Financial),,,,300x250,Sign up Now - 10% Off,"Los Angeles,California",Los Angeles,California,maxroll.gg,Maxroll,Google Ad Manager,Smartphone,"8,944.00",0,"3,002.00","6,361.00",1,"$1,755.48",,0,"$1,755.48",$196.28,0.00%,0.00%,47.19%
US Financial>Likely In Market Timing>Not At All Likely to Purchase>Sell House/Residence in the Next Year (Financial),US Financial,Likely In Market Timing,Not At All Likely to Purchase,Sell House/Residence in the Next Year (Financial),,,,320x50,Subscribe Today - 10% Discount,"Memphis,Tennessee",Memphis,Tennessee,seatguru.com,Seatguru,Google Ad Manager,Smartphone,"1,221.00",0,643.00,"1,140.00",1,"$1,752.22",,0,"$1,752.22","$1,435.07",0.00%,0.00%,56.40%
OnAudience>Interest>Sport fans>Fitness Lovers,OnAudience,Interest,Sport fans,Fitness Lovers,,,,300x250,Sign up Now - 10% Off,"Tri-Cities,Tennessee-Virginia",Tri-Cities,Tennessee-Virginia,historictalk.com,Historictalk,BidSwitch,Windows PC,190.00,0,123.00,172.00,1,"$1,746.94",,0,"$1,746.94","$9,194.40",0.00%,0.00%,71.51%
Online Behavior>United States>B2B>Occupation>SupplyChainManager,Online Behavior,United States,B2B,Occupation,SupplyChainManager,,,300x250,Sign up Now - 10% Off,"Jacksonville,Florida",Jacksonville,Florida,my.earthlink.net,My,Google Ad Manager,Apple PC,"7,470.00",0,"6,753.00","7,229.00",1,"$1,739.00",,0,"$1,739.00",$232.80,0.00%,0.00%,93.42%
US Financial>Likely Credit Card>Behavior>Used for Personal Purposes,US Financial,Likely Credit Card,Behavior,Used for Personal Purposes,,,,300x250,10% Discount - Ends 6/1,"Memphis,Tennessee",Memphis,Tennessee,slickdeals.net,Slickdeals,Google Ad Manager,Smartphone,"37,554.00",0,"13,128.00","27,596.00",3,"$1,737.84",,0,$579.28,$46.28,0.00%,0.00%,47.57%
Media and Entertainment>Gaming,Media and Entertainment,Gaming,,,,,,300x250,Sign up Today - 10% Off,"Tampa-St Petersburg (Sarasota),Florida",Tampa-St Petersburg (Sarasota),Florida,bestlifeonline.com,Bestlifeonline,Google Ad Manager,Smartphone,257.00,0,154.00,183.00,8,"$1,737.35",,0,$217.17,"$6,760.13",0.00%,0.00%,84.15%
US>Interest Propensities>Insurance>Cigna Health Group,US,Interest Propensities,Insurance,Cigna Health Group,,,,320x50,Sign up Today - 10% Off,"Los Angeles,California",Los Angeles,California,kristineskitchenblog.com,Kristineskitchenblog,Google Ad Manager,Smartphone,6.00,0,3.00,6.00,2,"$1,718.60",,0,$859.30,"$286,433.13",0.00%,0.00%,50.00%
OnAudience>Interest>Travel,OnAudience,Interest,Travel,,,,,300x250,Subscribe Today - 10% Discount,"New York City,New York",New York City,New York,mail.yahoo.com,Mail,BidSwitch,Smartphone,"7,540.00",0,"1,475.00","2,054.00",1,"$1,713.98",,0,"$1,713.98",$227.32,0.00%,0.00%,71.81%
Lotame>News & Politics,Lotame,News & Politics,,,,,,300x250,10% Discount - Ends 6/1,"New York City,New York",New York City,New York,time.is,Time,Google Ad Manager,Smartphone,151.00,0,98.00,120.00,7,"$1,710.10",,0,$244.30,"$11,325.19",0.00%,0.00%,81.67%
Real Estate>Property Type>Single Family Residence Owners,Real Estate,Property Type,Single Family Residence Owners,,,,,320x50,Sign up Today - 10% Off,"New York City,New York",New York City,New York,ranker.com,Ranker,Google Ad Manager,Smartphone,"7,197.00",0,"3,537.00","6,033.00",1,"$1,707.05",,0,"$1,707.05",$237.19,0.00%,0.00%,58.63%
US>Multibuyer Behaviors>Multibuyers,US,Multibuyer Behaviors,Multibuyers,,,,,300x250,Sign up Today - 10% Off,"Chicago,Illinois",Chicago,Illinois,rtwin30days.com,Rtwin30Days,BidSwitch,Windows PC,0.00,0,0.00,0.00,3,"$1,705.53",,0,$568.51,0,0.00%,0.00%,0.00%
Lotame>Home & Family>School & Education,Lotame,Home & Family,School & Education,,,,,320x50,Subscribe Today - 10% Discount,"Davenport,Iowa-Rock Island-Moline,Illinois",#REF!,,forbes.com,Forbes,Magnite DV+,Smartphone,179.00,0,53.00,148.00,3,"$1,686.69",,0,$562.23,"$9,422.86",0.00%,0.00%,35.81%
OnAudience>Demography>Gender,OnAudience,Demography,Gender,,,,,300x250,Sign up Now - 10% Off,"Grand Rapids-Kalamazoo,Michigan",Grand Rapids-Kalamazoo,Michigan,19216811.uno,19216811,Google Ad Manager,Windows PC,79.00,0,9.00,72.00,1,"$1,681.98",,0,"$1,681.98","$21,290.94",0.00%,0.00%,12.50%
US Financial>Likely Credit Card>Card in Own Name>Any major Credit/Debit Card (Financial),US Financial,Likely Credit Card,Card in Own Name,Any major Credit/Debit Card (Financial),,,,300x250,Subscribe Today - 10% Discount,"San Francisco,California",San Francisco,California,accuweather.com,Accuweather,BidSwitch,Smartphone,"10,811.00",0,988.00,"2,975.00",1,"$1,679.83",,0,"$1,679.83",$155.38,0.00%,0.00%,33.21%
US>Multibuyer Behaviors>Merchandise Multibuyers,US,Multibuyer Behaviors,Merchandise Multibuyers,,,,,320x50,Sign up Today - 10% Off,"Los Angeles,California",Los Angeles,California,thewindowsclub.com,Thewindowsclub,OpenX,Smartphone,"4,250.00",0,755.00,"2,183.00",24,"$1,678.71",,0,$69.95,$394.99,0.00%,0.00%,34.59%
Media and Entertainment>Sports and Recreational Activities>Interest (Affinity)>Olympics>Summer Olympics,Media and Entertainment,Sports and Recreational Activities,Interest (Affinity),Olympics,Summer Olympics,,,320x50,Sign up Today - 10% Off,"Tampa-St Petersburg (Sarasota),Florida",Tampa-St Petersburg (Sarasota),Florida,att.yahoo.com,Att,BidSwitch,Smartphone,"10,992.00",0,"6,677.00","10,132.00",1,"$1,675.99",,0,"$1,675.99",$152.47,0.00%,0.00%,65.90%
"US Financial>Estimated Disposable Income (Financial)>$0 - $99,999",US Financial,Estimated Disposable Income (Financial),"$0 - $99,999",,,,,320x50,Sign up Today - 10% Off,"New York City,New York",New York City,New York,techcurved.com,Techcurved,Yahoo Exchange,Smartphone,40.00,0,24.00,38.00,21,"$1,675.86",,0,$79.80,"$41,896.39",0.00%,0.00%,63.16%
OnAudience>Interest>Technology & Computing>Computer Peripherals,OnAudience,Interest,Technology & Computing,Computer Peripherals,,,,300x250,Subscribe Today - 10% Discount,"Chicago,Illinois",Chicago,Illinois,capfriendly.com,Capfriendly,Smart RTB+ (Smartadserver),Windows PC,"1,835.00",0,604.00,"1,546.00",24,"$1,673.49",,0,$69.73,$911.98,0.00%,0.00%,39.07%
US Technology>Electronics>Computers,US Technology,Electronics,Computers,,,,,300x250,Subscribe Today - 10% Discount,"New York City,New York",New York City,New York,goodreturns.in,Goodreturns,Smart RTB+ (Smartadserver),Smartphone,135.00,0,82.00,123.00,3,"$1,672.27",,0,$557.42,"$12,387.16",0.00%,0.00%,66.67%
Mobile - US>Device Ownership>SmartTVs>Sony,Mobile - US,Device Ownership,SmartTVs,Sony,,,,300x250,10% Discount - Ends 6/1,"New York City,New York",New York City,New York,sqlservertutorial.net,Sqlservertutorial,PubMatic,Windows PC,"1,416.00",0,296.00,"1,323.00",21,"$1,670.66",,0,$79.56,"$1,179.85",0.00%,0.00%,22.37%
Mobile - US>Food>Restaurant>Brand>Red Lobster,Mobile - US,Food,Restaurant,Brand,Red Lobster,,,300x250,Sign up Today - 10% Off,"Chicago,Illinois",Chicago,Illinois,thesaurus.com,Thesaurus,BidSwitch,Smartphone,"57,917.00",0,"3,650.00","55,128.00",3,"$1,669.73",,0,$556.58,$28.83,0.00%,0.00%,6.62%
US>Home and Garden Interests>House and Garden Enthusiasts,US,Home and Garden Interests,House and Garden Enthusiasts,,,,,320x50,Subscribe Today - 10% Discount,"Tampa-St Petersburg (Sarasota),Florida",Tampa-St Petersburg (Sarasota),Florida,news-press.com,News-Press,Google Ad Manager,Smartphone,780.00,0,516.00,734.00,15,"$1,665.19",,0,$111.01,"$2,134.85",0.00%,0.00%,70.30%
Purchase-Based,Purchase-Based,,,,,,,300x250,10% Discount - Ends 6/1,"Chicago,Illinois",Chicago,Illinois,scitechdaily.com,Scitechdaily,Index Exchange,Smartphone,"11,289.00",0,"1,345.00","8,187.00",3,"$1,665.16",,0,$555.05,$147.50,0.00%,0.00%,16.43%
OnAudience>Interest>Travelling,OnAudience,Interest,Travelling,,,,,300x250,Subscribe Today - 10% Discount,"Grand Rapids-Kalamazoo,Michigan",Grand Rapids-Kalamazoo,Michigan,pravda.com.ua,Pravda,BidSwitch,Windows PC,"1,849.00",0,225.00,"1,511.00",1,"$1,660.11",,0,"$1,660.11",$897.84,0.00%,0.00%,14.89%
US Financial>Credit Card User,US Financial,Credit Card User,,,,,,320x50,Sign up Now - 10% Off,"Los Angeles,California",Los Angeles,California,science-a2z.com,Science-A2Z,Google Ad Manager,Smartphone,36.00,0,21.00,26.00,15,"$1,659.11",,0,$110.61,"$46,086.42",0.00%,0.00%,80.77%
OnAudience>Intent>Baby & Toddler>Baby Toys,OnAudience,Intent,Baby & Toddler,Baby Toys,,,,300x250,10% Discount - Ends 6/1,"Augusta,Georgia",Augusta,Georgia,poshland.com,Poshland,Magnite DV+,Windows PC,"16,669.00",0,"10,961.00","15,451.00",2,"$1,658.36",,0,$829.18,$99.49,0.00%,0.00%,70.94%
OnAudience>Intent>Electronics>Computers,OnAudience,Intent,Electronics,Computers,,,,300x50,Subscribe Today - 10% Discount,"Chattanooga,Tennessee",Chattanooga,Tennessee,wsj.com,Wsj,Magnite DV+,Smartphone,"6,421.00",0,"4,367.00","5,947.00",2,"$1,657.90",,0,$828.95,$258.20,0.00%,0.00%,73.43%
Media and Entertainment>Television (TV),Media and Entertainment,Television (TV),,,,,,300x250,Subscribe Today - 10% Discount,"Grand Rapids-Kalamazoo,Michigan",Grand Rapids-Kalamazoo,Michigan,poshland.com,Poshland,Google Ad Manager,Smartphone,"9,130.00",0,"3,721.00","5,564.00",1,"$1,655.79",,0,"$1,655.79",$181.36,0.00%,0.00%,66.88%
US>Home and Garden Interests>House and Garden Merchandise Buyers,US,Home and Garden Interests,House and Garden Merchandise Buyers,,,,,300x250,Subscribe Today - 10% Discount,"Jacksonville,Florida",Jacksonville,Florida,mail.aol.com,Mail,Index Exchange,Smartphone,"15,033.00",0,"5,495.00","7,050.00",3,"$1,650.72",,0,$550.24,$109.81,0.00%,0.00%,77.94%
Mobile - US>Food>Restaurant>Brand>Panera Bread,Mobile - US,Food,Restaurant,Brand,Panera Bread,,,320x50,Sign up Now - 10% Off,"Ft. Myers-Naples,Florida",Ft. Myers-Naples,Florida,hip-hopvibe.com,Hip-Hopvibe,Google Ad Manager,Smartphone,68.00,0,31.00,47.00,2,"$1,650.33",,0,$825.16,"$24,269.54",0.00%,0.00%,65.96%
US Financial>Likely Attitude and Behavior>Completely Disagree>When I Find A Financial Product/Service I Like I Typically Recommend It To People I Know (Financial),US Financial,Likely Attitude and Behavior,Completely Disagree,When I Find A Financial Product/Service I Like I Typically Recommend It To People I Know (Financial),,,,300x250,Subscribe Today - 10% Discount,"New York City,New York",New York City,New York,webmd.com,Webmd,Google Ad Manager,Windows PC,"16,175.00",0,"1,923.00","15,085.00",2,"$1,649.07",,0,$824.53,$101.95,0.00%,0.00%,12.75%
Mobile - US>Travel>Car Rentals>Enterprise,Mobile - US,Travel,Car Rentals,Enterprise,,,,300x250,Sign up Today - 10% Off,"New York City,New York",New York City,New York,biblegateway.com,Biblegateway,Google Ad Manager,Windows PC,"1,445.00",0,353.00,627.00,1,"$1,648.42",,0,"$1,648.42","$1,140.78",0.00%,0.00%,56.30%
Media and Entertainment>Movies,Media and Entertainment,Movies,,,,,,300x250,Sign up Now - 10% Off,"Chicago,Illinois",Chicago,Illinois,whatismyip.com,Whatismyip,Google Ad Manager,Windows PC,"1,399.00",0,895.00,"1,255.00",10,"$1,637.08",,0,$163.71,"$1,170.18",0.00%,0.00%,71.31%
"US>B2B>B2B Decision Maker Responsibilities>Print, Copy or Photo Services",US,B2B,B2B Decision Maker Responsibilities,"Print, Copy or Photo Services",,,,300x250,Subscribe Today - 10% Discount,"San Francisco,California",San Francisco,California,thesaurus.com,Thesaurus,Google Ad Manager,Smartphone,"141,157.00",0,"8,280.00","107,935.00",4,"$1,631.78",,0,$407.95,$11.56,0.00%,0.00%,7.67%
Mobile - US>Shopping>Brand>Ace Hardware,Mobile - US,Shopping,Brand,Ace Hardware,,,,320x50,Sign up Today - 10% Off,"Nashville,Tennessee",Nashville,Tennessee,finviz.com,Finviz,BidSwitch,Smartphone,597.00,0,157.00,296.00,8,"$1,624.30",,0,$203.04,"$2,720.76",0.00%,0.00%,53.04%
US>Interest Propensities>Insurance>Anthem,US,Interest Propensities,Insurance,Anthem,,,,320x50,10% Discount - Ends 6/1,"New York City,New York",New York City,New York,technewstoday.com,Technewstoday,Google Ad Manager,Smartphone,809.00,0,663.00,757.00,24,"$1,622.98",,0,$67.62,"$2,006.16",0.00%,0.00%,87.58%
OnAudience>Intent>Electronics>Communications,OnAudience,Intent,Electronics,Communications,,,,300x250,10% Discount - Ends 6/1,"Ft. Myers-Naples,Florida",Ft. Myers-Naples,Florida,futbolred.com,Futbolred,Google Ad Manager,Windows PC,96.00,0,52.00,91.00,9,"$1,621.43",,0,$180.16,"$16,889.94",0.00%,0.00%,57.14%
Media and Entertainment>Sports and Recreational Activities>Interest (Affinity)>Team Sports>Basketball,Media and Entertainment,Sports and Recreational Activities,Interest (Affinity),Team Sports,Basketball,,,300x250,10% Discount - Ends 6/1,"San Francisco,California",San Francisco,California,canyouseeme.org,Canyouseeme,Index Exchange,Smartphone,538.00,0,435.00,499.00,3,"$1,621.34",,0,$540.45,"$3,013.65",0.00%,0.00%,87.17%
US Interest>Consumer Electronics,US Interest,Consumer Electronics,,,,,,320x50,Sign up Now - 10% Off,"New York City,New York",New York City,New York,forbes.com,Forbes,Google Ad Manager,Smartphone,"15,441.00",0,"7,626.00","14,456.00",19,"$1,614.31",,0,$84.96,$104.55,0.00%,0.00%,52.75%
OnAudience>Interest>Arts & Entertainment,OnAudience,Interest,Arts & Entertainment,,,,,320x50,Subscribe Today - 10% Discount,"Los Angeles,California",Los Angeles,California,redfin.com,Redfin,OpenX,Smartphone,"37,617.00",0,"5,092.00","34,373.00",1,"$1,608.88",,0,"$1,608.88",$42.77,0.00%,0.00%,14.81%
Media and Entertainment>Connected TV and Over-the-Top (CTV and OTT)>Streaming Television and Film Viewership>OTT Network Viewers>FOX Streamers,Media and Entertainment,Connected TV and Over-the-Top (CTV and OTT),Streaming Television and Film Viewership,OTT Network Viewers,FOX Streamers,,,300x250,Sign up Today - 10% Off,"Memphis,Tennessee",Memphis,Tennessee,blueberries.gg,Blueberries,Index Exchange,Windows PC,"1,352.00",0,328.00,448.00,2,"$1,607.55",,0,$803.78,"$1,189.02",0.00%,0.00%,73.21%
Mobile - US>Subscribers>Domestic Mobile Carriers>Verizon,Mobile - US,Subscribers,Domestic Mobile Carriers,Verizon,,,,300x250,Sign up Today - 10% Off,"Ft. Myers-Naples,Florida",Ft. Myers-Naples,Florida,prozoro.net.ua,Prozoro,OpenX,Smartphone,135.00,0,62.00,110.00,5,"$1,597.96",,0,$319.59,"$11,836.72",0.00%,0.00%,56.36%
US>Brand Propensities>Automotive>Ford Credit Buyer Propensity,US,Brand Propensities,Automotive,Ford Credit Buyer Propensity,,,,320x50,Subscribe Today - 10% Discount,"Jacksonville,Florida",Jacksonville,Florida,zillow.com,Zillow,Google Ad Manager,Smartphone,"304,377.00",0,"27,519.00","270,098.00",63,"$1,595.49",,0,$25.33,$5.24,0.00%,0.00%,10.19%
US>Interest Propensities>Insurance>Humana,US,Interest Propensities,Insurance,Humana,,,,300x50,Sign up Today - 10% Off,"Ft. Myers-Naples,Florida",Ft. Myers-Naples,Florida,mlb.com,Mlb,Kargo,Smartphone,"12,459.00",0,"7,290.00","11,731.00",14,"$1,593.01",,0,$113.79,$127.86,0.00%,0.00%,62.14%
OnAudience>Intent>Health & Beauty,OnAudience,Intent,Health & Beauty,,,,,300x250,Sign up Today - 10% Off,"Grand Rapids-Kalamazoo,Michigan",Grand Rapids-Kalamazoo,Michigan,techlicious.com,Techlicious,PubMatic,Windows PC,136.00,0,109.00,131.00,2,"$1,592.11",,0,$796.05,"$11,706.69",0.00%,0.00%,83.21%
Lotame>Travel>Summer Travel,Lotame,Travel,Summer Travel,,,,,300x250,Sign up Now - 10% Off,"Tampa-St Petersburg (Sarasota),Florida",Tampa-St Petersburg (Sarasota),Florida,ajc.com,Ajc,Google Ad Manager,Apple PC,"16,719.00",0,"9,944.00","15,714.00",13,"$1,588.65",,0,$122.20,$95.02,0.00%,0.00%,63.28%
Lotame>Technology>Computers & Software,Lotame,Technology,Computers & Software,,,,,300x250,Subscribe Today - 10% Discount,"Miami-Ft. Lauderdale,Florida",Miami-Ft. Lauderdale,Florida,loremipsum.io,Loremipsum,Google Ad Manager,Windows PC,54.00,0,32.00,48.00,2,"$1,586.66",,0,$793.33,"$29,382.60",0.00%,0.00%,66.67%
OnAudience>Intent>Toys & Games,OnAudience,Intent,Toys & Games,,,,,320x50,Subscribe Today - 10% Discount,"Chicago,Illinois",Chicago,Illinois,kbb.com,Kbb,Google Ad Manager,Smartphone,"9,222.00",0,"5,352.00","8,141.00",1,"$1,583.16",,0,"$1,583.16",$171.67,0.00%,0.00%,65.74%
